Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 17/04/2018
TIME       : 10:26:05
FILENAME   : C:\Users\s.verhulst\Desktop\CTD Data\Data Collection 04_16_18\CSV\sws_r2444_180417102605_R2444.CSV
CREATED BY : Diver-Office 9.2.0.17
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=17
  Status                  =Started =0
  Serial number           =..13-R2444  317.
  Instrument number       =          UTC-4     
                          =0
  Location                =sws_r2444
  Sample period           =M60
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400.000   cm
  Range                   =1750.000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


[Channel 3]
  Identification          =2: SPEC.COND.
  Reference level         =0.000     mS/cm
  Range                   =120.000   mS/cm


[Series settings]
  Serial number           =..13-R2444  317.
  Instrument number       =          UTC-4     
  Location                =sws_r2444
  Sample period           =00 00:60:00 0
  Sample method           =T   
  Start date / time       =14:47:16 08/06/17
  End date / time         =14:47:09 16/04/18
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400.000   cm
  Range                   =1750.000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


[Channel 3 from data header]
  Identification          =2: SPEC.COND.
  Reference level         =0.000     mS/cm
  Range                   =120.000   mS/cm


Date/time,Pressure[cm],Temperature[°C],2:Spec.cond.[mS/cm]
2017/06/10 01:47:14,1069.550,25.493,12.476
2017/06/10 02:47:14,1069.200,25.513,12.448
2017/06/10 03:47:14,1069.200,25.533,12.444
2017/06/10 04:47:14,1069.200,25.550,12.460
2017/06/10 05:47:14,1069.550,25.567,12.456
2017/06/10 06:47:14,1070.192,25.570,12.464
2017/06/10 07:47:14,1070.658,25.573,12.432
2017/06/10 08:47:14,1070.833,25.567,12.472
2017/06/10 09:47:14,1070.833,25.567,12.488
2017/06/10 10:47:14,1070.658,25.570,12.704
2017/06/10 11:47:14,1070.192,25.580,12.916
2017/06/10 12:47:14,1069.550,25.583,13.076
2017/06/10 13:47:14,1074.917,25.580,13.200
2017/06/10 14:47:14,1086.700,25.587,13.308
2017/06/10 15:47:14,1093.233,25.583,13.368
2017/06/10 16:47:14,1090.317,25.583,13.460
2017/06/10 17:47:14,1085.242,25.587,13.588
2017/06/10 18:47:14,1080.517,25.593,14.524
2017/06/10 19:47:14,1076.083,25.607,14.072
2017/06/10 20:47:14,1071.183,25.630,14.180
2017/06/10 21:47:14,1071.008,25.653,14.400
2017/06/10 22:47:14,1071.650,25.683,14.652
2017/06/10 23:47:14,1071.650,25.720,15.068
2017/06/11 00:47:14,1071.300,25.750,15.000
2017/06/11 01:47:14,1071.475,25.783,15.072
2017/06/11 02:47:14,1071.183,25.817,15.160
2017/06/11 03:47:14,1071.358,25.843,15.256
2017/06/11 04:47:14,1076.550,25.867,15.376
2017/06/11 05:47:14,1079.992,25.890,15.452
2017/06/11 06:47:14,1077.250,25.910,15.876
2017/06/11 07:47:14,1073.750,25.923,16.372
2017/06/11 08:47:14,1073.808,25.933,16.536
2017/06/11 09:47:14,1074.100,25.937,16.888
2017/06/11 10:47:14,1073.925,25.940,16.188
2017/06/11 11:47:14,1073.925,25.947,16.236
2017/06/11 12:47:14,1073.283,25.947,16.288
2017/06/11 13:47:14,1074.450,25.943,16.388
2017/06/11 14:47:14,1081.625,25.937,16.496
2017/06/11 15:47:14,1090.783,25.930,16.528
2017/06/11 16:47:14,1093.117,25.943,16.600
2017/06/11 17:47:14,1088.042,25.950,16.716
2017/06/11 18:47:14,1083.258,25.960,16.808
2017/06/11 19:47:14,1079.700,25.970,17.032
2017/06/11 20:47:14,1075.908,25.990,17.160
2017/06/11 21:47:14,1073.750,26.013,17.220
2017/06/11 22:47:14,1073.750,26.037,17.364
2017/06/11 23:47:14,1073.925,26.063,18.636
2017/06/12 00:47:14,1073.633,26.090,19.740
2017/06/12 01:47:14,1072.817,26.120,20.264
2017/06/12 02:47:14,1072.292,26.140,20.752
2017/06/12 03:47:14,1072.000,26.160,20.948
2017/06/12 04:47:14,1072.175,26.173,21.104
2017/06/12 05:47:14,1074.100,26.180,21.656
2017/06/12 06:47:14,1073.108,26.190,22.008
2017/06/12 07:47:14,1073.458,26.190,22.336
2017/06/12 08:47:14,1073.750,26.190,22.488
2017/06/12 09:47:14,1073.925,26.183,22.636
2017/06/12 10:47:14,1073.925,26.173,22.816
2017/06/12 11:47:14,1073.750,26.170,22.968
2017/06/12 12:47:14,1073.458,26.160,23.044
2017/06/12 13:47:14,1072.992,26.150,23.520
2017/06/12 14:47:14,1072.817,26.143,23.624
2017/06/12 15:47:14,1079.642,26.140,23.832
2017/06/12 16:47:14,1086.408,26.127,23.968
2017/06/12 17:47:14,1084.425,26.120,24.004
2017/06/12 18:47:14,1079.350,26.113,24.008
2017/06/12 19:47:14,1074.917,26.110,23.992
2017/06/12 20:47:14,1071.475,26.107,23.984
2017/06/12 21:47:14,1071.825,26.107,23.984
2017/06/12 22:47:14,1072.000,26.113,23.984
2017/06/12 23:47:14,1071.650,26.117,23.996
2017/06/13 00:47:14,1070.833,26.123,23.976
2017/06/13 01:47:14,1070.367,26.130,23.976
2017/06/13 02:47:14,1070.017,26.133,23.976
2017/06/13 03:47:14,1070.017,26.137,23.964
2017/06/13 04:47:14,1070.308,26.133,23.960
2017/06/13 05:47:14,1071.300,26.127,23.956
2017/06/13 06:47:14,1072.000,26.120,23.948
2017/06/13 07:47:14,1072.175,26.107,23.940
2017/06/13 08:47:14,1072.467,26.093,23.944
2017/06/13 09:47:14,1072.467,26.073,23.928
2017/06/13 10:47:14,1072.467,26.057,23.916
2017/06/13 11:47:14,1071.825,26.040,23.920
2017/06/13 12:47:14,1071.125,26.027,23.916
2017/06/13 13:47:14,1071.183,26.013,23.900
2017/06/13 14:47:14,1069.842,26.000,23.892
2017/06/13 15:47:14,1075.267,25.993,23.924
2017/06/13 16:47:14,1085.592,25.977,23.940
2017/06/13 17:47:14,1089.792,25.973,23.944
2017/06/13 18:47:14,1085.708,25.970,23.936
2017/06/13 19:47:14,1081.625,25.970,23.924
2017/06/13 20:47:14,1077.367,25.973,23.908
2017/06/13 21:47:14,1072.642,25.990,23.904
2017/06/13 22:47:14,1071.008,26.007,23.868
2017/06/13 23:47:14,1070.833,26.027,23.876
2017/06/14 00:47:14,1070.192,26.050,23.860
2017/06/14 01:47:14,1069.667,26.070,23.860
2017/06/14 02:47:14,1069.200,26.093,23.864
2017/06/14 03:47:14,1068.675,26.113,23.848
2017/06/14 04:47:14,1068.850,26.127,23.844
2017/06/14 05:47:14,1069.200,26.137,23.848
2017/06/14 06:47:14,1075.908,26.140,23.868
2017/06/14 07:47:14,1078.533,26.147,23.860
2017/06/14 08:47:14,1075.733,26.097,23.864
2017/06/14 09:47:14,1072.467,26.063,23.832
2017/06/14 10:47:14,1071.650,26.063,23.852
2017/06/14 11:47:14,1071.183,26.067,23.876
2017/06/14 12:47:14,1070.833,26.070,23.856
2017/06/14 13:47:14,1069.725,26.063,23.852
2017/06/14 14:47:14,1068.850,26.060,23.848
2017/06/14 15:47:14,1070.658,26.053,23.848
2017/06/14 16:47:14,1078.533,26.047,23.876
2017/06/14 17:47:14,1087.692,26.030,23.892
2017/06/14 18:47:14,1087.517,26.047,23.908
2017/06/14 19:47:14,1083.258,26.070,23.888
2017/06/14 20:47:14,1079.000,26.097,23.892
2017/06/14 21:47:14,1074.917,26.133,23.864
2017/06/14 22:47:14,1071.183,26.177,23.848
2017/06/14 23:47:14,1070.833,26.217,23.840
2017/06/15 00:47:14,1070.192,26.260,23.816
2017/06/15 01:47:14,1069.842,26.307,23.832
2017/06/15 02:47:14,1068.850,26.350,23.824
2017/06/15 03:47:14,1068.208,26.387,23.804
2017/06/15 04:47:14,1068.383,26.423,23.796
2017/06/15 05:47:14,1068.675,26.453,23.800
2017/06/15 06:47:14,1073.283,26.470,23.792
2017/06/15 07:47:14,1079.525,26.490,23.800
2017/06/15 08:47:14,1077.367,26.510,23.808
2017/06/15 09:47:14,1074.100,26.513,23.792
2017/06/15 10:47:14,1070.658,26.517,23.784
2017/06/15 11:47:14,1070.017,26.510,23.784
2017/06/15 12:47:14,1069.550,26.510,23.776
2017/06/15 13:47:14,1068.558,26.507,23.772
2017/06/15 14:47:14,1067.217,26.510,23.764
2017/06/15 15:47:14,1066.400,26.507,23.752
2017/06/15 16:47:14,1068.558,26.500,23.740
2017/06/15 17:47:14,1076.200,26.467,23.760
2017/06/15 18:47:14,1083.783,26.453,23.852
2017/06/15 19:47:14,1084.425,26.510,23.860
2017/06/15 20:47:14,1080.167,26.543,23.836
2017/06/15 21:47:14,1075.908,26.587,23.820
2017/06/15 22:47:14,1071.300,26.633,23.792
2017/06/15 23:47:14,1068.033,26.673,23.792
2017/06/16 00:47:14,1067.042,26.713,23.768
2017/06/16 01:47:14,1066.575,26.757,23.756
2017/06/16 02:47:14,1065.933,26.800,23.732
2017/06/16 03:47:14,1064.942,26.837,23.708
2017/06/16 04:47:14,1064.767,26.870,23.708
2017/06/16 05:47:14,1065.758,26.897,23.696
2017/06/16 06:47:14,1066.867,26.913,23.700
2017/06/16 07:47:14,1074.450,26.920,23.696
2017/06/16 08:47:14,1080.633,26.930,23.740
2017/06/16 09:47:14,1076.375,26.960,23.720
2017/06/16 10:47:14,1073.108,26.970,23.716
2017/06/16 11:47:14,1069.667,26.973,23.704
2017/06/16 12:47:14,1066.750,26.973,23.692
2017/06/16 13:47:14,1066.225,26.963,23.692
2017/06/16 14:47:14,1065.408,26.960,23.680
2017/06/16 15:47:14,1064.417,26.957,23.664
2017/06/16 16:47:14,1063.775,26.960,23.664
2017/06/16 17:47:14,1062.958,26.957,23.660
2017/06/16 18:47:14,1066.750,26.957,23.688
2017/06/16 19:47:14,1071.825,26.940,23.732
2017/06/16 20:47:14,1072.817,26.963,23.744
2017/06/16 21:47:14,1070.658,26.993,23.732
2017/06/16 22:47:14,1068.033,27.020,23.740
2017/06/16 23:47:14,1065.758,27.050,23.712
2017/06/17 00:47:14,1064.942,27.077,23.704
2017/06/17 01:47:14,1064.475,27.100,23.692
2017/06/17 02:47:14,1064.125,27.127,23.684
2017/06/17 03:47:14,1063.950,27.147,23.664
2017/06/17 04:47:14,1063.775,27.163,23.664
2017/06/17 05:47:14,1064.067,27.177,23.664
2017/06/17 06:47:14,1064.475,27.183,23.664
2017/06/17 07:47:14,1070.367,27.180,23.688
2017/06/17 08:47:14,1080.342,27.147,23.776
2017/06/17 09:47:14,1078.008,27.183,23.780
2017/06/17 10:47:14,1075.383,27.187,23.764
2017/06/17 11:47:14,1071.825,27.183,23.756
2017/06/17 12:47:14,1068.208,27.177,23.740
2017/06/17 13:47:14,1065.933,27.167,23.724
2017/06/17 14:47:14,1065.583,27.157,23.700
2017/06/17 15:47:14,1064.417,27.153,23.692
2017/06/17 16:47:14,1063.600,27.150,23.696
2017/06/17 17:47:14,1063.133,27.150,23.688
2017/06/17 18:47:14,1063.308,27.147,23.680
2017/06/17 19:47:14,1066.925,27.160,23.720
2017/06/17 20:47:14,1072.292,27.153,23.796
2017/06/17 21:47:14,1075.558,27.160,23.840
2017/06/17 22:47:14,1072.642,27.210,23.820
2017/06/17 23:47:14,1069.025,27.240,23.816
2017/06/18 00:47:14,1066.225,27.267,23.784
2017/06/18 01:47:14,1065.933,27.290,23.804
2017/06/18 02:47:14,1065.117,27.310,23.780
2017/06/18 03:47:14,1064.592,27.333,23.776
2017/06/18 04:47:14,1064.592,27.347,23.764
2017/06/18 05:47:14,1064.475,27.357,23.740
2017/06/18 06:47:14,1065.292,27.357,23.740
2017/06/18 07:47:14,1066.400,27.357,23.728
2017/06/18 08:47:14,1070.017,27.343,23.744
2017/06/18 09:47:14,1079.000,27.303,23.896
2017/06/18 10:47:14,1082.792,27.300,23.924
2017/06/18 11:47:14,1078.533,27.313,23.880
2017/06/18 12:47:14,1073.750,27.310,23.856
2017/06/18 13:47:14,1069.200,27.300,23.868
2017/06/18 14:47:14,1066.225,27.287,23.844
2017/06/18 15:47:14,1065.117,27.280,23.844
2017/06/18 16:47:14,1064.592,27.270,23.844
2017/06/18 17:47:14,1063.600,27.267,23.832
2017/06/18 18:47:14,1063.600,27.263,23.828
2017/06/18 19:47:14,1064.767,27.267,23.808
2017/06/18 20:47:14,1066.050,27.277,23.808
2017/06/18 21:47:14,1071.125,27.293,23.896
2017/06/18 22:47:14,1079.175,27.303,24.016
2017/06/18 23:47:14,1076.375,27.323,23.964
2017/06/19 00:47:14,1072.933,27.357,23.924
2017/06/19 01:47:14,1069.667,27.377,23.920
2017/06/19 02:47:14,1067.567,27.393,23.916
2017/06/19 03:47:14,1067.042,27.407,23.916
2017/06/19 04:47:14,1066.400,27.417,23.880
2017/06/19 05:47:14,1066.225,27.427,23.872
2017/06/19 06:47:14,1066.225,27.427,23.872
2017/06/19 07:47:14,1066.750,27.423,23.856
2017/06/19 08:47:14,1069.025,27.413,23.852
2017/06/19 09:47:14,1079.000,27.393,23.948
2017/06/19 10:47:14,1090.317,27.360,24.044
2017/06/19 11:47:14,1095.217,27.357,24.064
2017/06/19 12:47:14,1092.592,27.360,24.064
2017/06/19 13:47:14,1086.350,27.350,24.064
2017/06/19 14:47:14,1080.633,27.340,24.044
2017/06/19 15:47:14,1075.383,27.327,24.024
2017/06/19 16:47:14,1070.833,27.313,24.008
2017/06/19 17:47:14,1068.500,27.293,24.004
2017/06/19 18:47:14,1069.492,27.277,23.996
2017/06/19 19:47:14,1069.667,27.263,23.988
2017/06/19 20:47:14,1069.667,27.250,23.996
2017/06/19 21:47:14,1069.667,27.237,23.996
2017/06/19 22:47:14,1070.308,27.223,23.972
2017/06/19 23:47:14,1075.908,27.207,23.972
2017/06/20 00:47:14,1081.450,27.073,23.988
2017/06/20 01:47:14,1081.975,26.797,23.964
2017/06/20 02:47:14,1077.192,26.663,23.988
2017/06/20 03:47:14,1072.467,26.597,23.976
2017/06/20 04:47:14,1068.558,26.620,23.984
2017/06/20 05:47:14,1068.383,26.650,23.980
2017/06/20 06:47:14,1068.383,26.643,23.964
2017/06/20 07:47:14,1068.850,26.627,23.956
2017/06/20 08:47:14,1069.200,26.630,23.972
2017/06/20 09:47:14,1070.658,26.653,23.980
2017/06/20 10:47:14,1076.725,26.713,24.012
2017/06/20 11:47:14,1084.425,26.753,24.048
2017/06/20 12:47:14,1090.317,26.780,24.072
2017/06/20 13:47:14,1089.500,26.793,24.060
2017/06/20 14:47:14,1084.250,26.790,24.044
2017/06/20 15:47:14,1079.350,26.787,24.028
2017/06/20 16:47:14,1073.633,26.780,24.048
2017/06/20 17:47:14,1068.383,26.773,24.028
2017/06/20 18:47:14,1067.042,26.763,24.016
2017/06/20 19:47:14,1067.392,26.753,23.996
2017/06/20 20:47:14,1067.217,26.743,23.980
2017/06/20 21:47:14,1067.742,26.737,23.984
2017/06/20 22:47:14,1068.208,26.730,23.968
2017/06/20 23:47:14,1068.383,26.723,23.984
2017/06/21 00:47:14,1071.008,26.717,23.980
2017/06/21 01:47:14,1075.908,26.707,23.984
2017/06/21 02:47:14,1078.708,26.697,23.976
2017/06/21 03:47:14,1074.742,26.670,23.988
2017/06/21 04:47:14,1070.833,26.617,23.980
2017/06/21 05:47:14,1067.858,26.583,23.952
2017/06/21 06:47:14,1068.033,26.560,23.956
2017/06/21 07:47:14,1068.383,26.527,23.920
2017/06/21 08:47:14,1068.850,26.510,23.928
2017/06/21 09:47:14,1069.667,26.530,23.928
2017/06/21 10:47:14,1077.717,26.547,23.952
2017/06/21 11:47:14,1090.142,26.537,23.964
2017/06/21 12:47:14,1099.125,26.540,23.972
2017/06/21 13:47:14,1102.158,26.547,23.960
2017/06/21 14:47:14,1096.558,26.550,23.960
2017/06/21 15:47:14,1090.142,26.547,23.944
2017/06/21 16:47:14,1084.250,26.543,23.924
2017/06/21 17:47:14,1078.183,26.543,23.904
2017/06/21 18:47:14,1073.925,26.537,23.892
2017/06/21 19:47:14,1070.192,26.537,23.884
2017/06/21 20:47:14,1070.017,26.537,23.876
2017/06/21 21:47:14,1070.367,26.540,23.876
2017/06/21 22:47:14,1070.542,26.543,23.872
2017/06/21 23:47:14,1071.475,26.550,23.876
2017/06/22 00:47:14,1071.183,26.553,23.868
2017/06/22 01:47:14,1071.125,26.557,23.848
2017/06/22 02:47:14,1076.083,26.563,23.848
2017/06/22 03:47:14,1077.542,26.473,23.836
2017/06/22 04:47:14,1073.925,26.300,23.836
2017/06/22 05:47:14,1070.017,26.247,23.844
2017/06/22 06:47:14,1070.017,26.260,23.820
2017/06/22 07:47:14,1070.308,26.247,23.844
2017/06/22 08:47:14,1070.833,26.260,23.808
2017/06/22 09:47:14,1070.833,26.310,23.808
2017/06/22 10:47:14,1071.942,26.360,23.836
2017/06/22 11:47:14,1080.342,26.377,23.844
2017/06/22 12:47:14,1093.758,26.370,23.840
2017/06/22 13:47:14,1103.442,26.380,23.824
2017/06/22 14:47:14,1100.817,26.397,23.812
2017/06/22 15:47:14,1093.758,26.400,23.780
2017/06/22 16:47:14,1087.342,26.403,23.780
2017/06/22 17:47:14,1080.633,26.410,23.772
2017/06/22 18:47:14,1075.267,26.423,23.736
2017/06/22 19:47:14,1071.008,26.440,23.740
2017/06/22 20:47:14,1069.550,26.457,23.736
2017/06/22 21:47:14,1070.308,26.480,23.716
2017/06/22 22:47:14,1070.833,26.503,23.720
2017/06/22 23:47:14,1071.300,26.527,23.692
2017/06/23 00:47:14,1071.300,26.553,23.696
2017/06/23 01:47:14,1070.658,26.573,23.680
2017/06/23 02:47:14,1073.283,26.597,23.684
2017/06/23 03:47:14,1076.550,26.617,23.688
2017/06/23 04:47:14,1074.100,26.633,23.668
2017/06/23 05:47:14,1071.008,26.637,23.668
2017/06/23 06:47:14,1069.842,26.637,23.652
2017/06/23 07:47:14,1070.308,26.633,23.644
2017/06/23 08:47:14,1070.367,26.637,23.636
2017/06/23 09:47:14,1070.658,26.633,23.612
2017/06/23 10:47:14,1070.367,26.637,23.608
2017/06/23 11:47:14,1072.467,26.633,23.596
2017/06/23 12:47:14,1083.258,26.613,23.636
2017/06/23 13:47:14,1097.025,26.597,23.656
2017/06/23 14:47:14,1104.317,26.603,23.644
2017/06/23 15:47:14,1100.000,26.613,23.624
2017/06/23 16:47:14,1093.233,26.620,23.612
2017/06/23 17:47:14,1086.700,26.630,23.592
2017/06/23 18:47:14,1080.458,26.647,23.592
2017/06/23 19:47:14,1074.625,26.667,23.580
2017/06/23 20:47:14,1070.483,26.693,23.564
2017/06/23 21:47:14,1069.200,26.720,23.560
2017/06/23 22:47:14,1070.308,26.753,23.548
2017/06/23 23:47:14,1070.658,26.783,23.520
2017/06/24 00:47:14,1070.308,26.813,23.536
2017/06/24 01:47:14,1069.492,26.843,23.512
2017/06/24 02:47:14,1068.850,26.870,23.520
2017/06/24 03:47:14,1075.908,26.887,23.492
2017/06/24 04:47:14,1080.167,26.903,23.520
2017/06/24 05:47:14,1077.192,26.907,23.508
2017/06/24 06:47:14,1073.925,26.880,23.528
2017/06/24 07:47:14,1070.833,26.850,23.504
2017/06/24 08:47:14,1071.125,26.853,23.500
2017/06/24 09:47:14,1071.008,26.860,23.492
2017/06/24 10:47:14,1071.300,26.867,23.492
2017/06/24 11:47:14,1071.650,26.867,23.488
2017/06/24 12:47:14,1076.258,26.877,23.500
2017/06/24 13:47:14,1090.783,26.853,23.580
2017/06/24 14:47:14,1103.617,26.853,23.600
2017/06/24 15:47:14,1106.300,26.850,23.584
2017/06/24 16:47:14,1099.650,26.853,23.544
2017/06/24 17:47:14,1093.117,26.860,23.540
2017/06/24 18:47:14,1086.525,26.873,23.528
2017/06/24 19:47:14,1080.458,26.897,23.496
2017/06/24 20:47:14,1075.733,26.923,23.488
2017/06/24 21:47:14,1071.650,26.957,23.476
2017/06/24 22:47:14,1071.825,26.990,23.452
2017/06/24 23:47:14,1071.650,27.023,23.464
2017/06/25 00:47:14,1071.475,27.053,23.444
2017/06/25 01:47:14,1071.650,27.083,23.460
2017/06/25 02:47:14,1071.300,27.110,23.432
2017/06/25 03:47:14,1072.583,27.133,23.440
2017/06/25 04:47:14,1081.275,27.153,23.420
2017/06/25 05:47:14,1081.975,27.173,23.444
2017/06/25 06:47:14,1078.183,27.173,23.432
2017/06/25 07:47:14,1074.450,27.167,23.420
2017/06/25 08:47:14,1072.467,27.160,23.416
2017/06/25 09:47:14,1072.292,27.160,23.408
2017/06/25 10:47:14,1072.642,27.163,23.396
2017/06/25 11:47:14,1072.933,27.163,23.400
2017/06/25 12:47:14,1072.642,27.163,23.392
2017/06/25 13:47:14,1077.367,27.163,23.424
2017/06/25 14:47:14,1092.592,27.160,23.508
2017/06/25 15:47:14,1102.975,27.140,23.532
2017/06/25 16:47:14,1100.817,27.147,23.484
2017/06/25 17:47:14,1093.933,27.153,23.448
2017/06/25 18:47:14,1088.158,27.170,23.440
2017/06/25 19:47:14,1082.792,27.193,23.452
2017/06/25 20:47:14,1077.367,27.227,23.428
2017/06/25 21:47:14,1073.108,27.267,23.404
2017/06/25 22:47:14,1071.475,27.303,23.408
2017/06/25 23:47:14,1071.300,27.347,23.388
2017/06/26 00:47:14,1071.183,27.387,23.372
2017/06/26 01:47:14,1070.833,27.427,23.368
2017/06/26 02:47:14,1070.658,27.460,23.356
2017/06/26 03:47:14,1070.308,27.490,23.340
2017/06/26 04:47:14,1072.000,27.513,23.320
2017/06/26 05:47:14,1078.533,27.533,23.316
2017/06/26 06:47:14,1076.725,27.543,23.332
2017/06/26 07:47:14,1072.758,27.523,23.324
2017/06/26 08:47:14,1071.650,27.510,23.332
2017/06/26 09:47:14,1071.183,27.513,23.320
2017/06/26 10:47:14,1071.183,27.517,23.300
2017/06/26 11:47:14,1070.658,27.520,23.312
2017/06/26 12:47:14,1069.842,27.517,23.304
2017/06/26 13:47:14,1069.200,27.510,23.320
2017/06/26 14:47:14,1073.458,27.513,23.340
2017/06/26 15:47:14,1088.683,27.497,23.456
2017/06/26 16:47:14,1099.125,27.493,23.468
2017/06/26 17:47:14,1095.858,27.490,23.436
2017/06/26 18:47:14,1089.792,27.503,23.428
2017/06/26 19:47:14,1083.900,27.520,23.388
2017/06/26 20:47:14,1078.008,27.547,23.388
2017/06/26 21:47:14,1073.575,27.580,23.364
2017/06/26 22:47:14,1069.667,27.620,23.336
2017/06/26 23:47:14,1069.492,27.653,23.340
2017/06/27 00:47:14,1068.675,27.690,23.320
2017/06/27 01:47:14,1068.383,27.727,23.312
2017/06/27 02:47:14,1068.033,27.760,23.312
2017/06/27 03:47:14,1067.858,27.790,23.284
2017/06/27 04:47:14,1067.858,27.807,23.296
2017/06/27 05:47:14,1071.008,27.823,23.288
2017/06/27 06:47:14,1078.650,27.830,23.264
2017/06/27 07:47:14,1077.017,27.767,23.284
2017/06/27 08:47:14,1073.925,27.727,23.268
2017/06/27 09:47:14,1070.192,27.733,23.260
2017/06/27 10:47:14,1069.317,27.747,23.272
2017/06/27 11:47:14,1069.200,27.747,23.256
2017/06/27 12:47:14,1068.675,27.753,23.268
2017/06/27 13:47:14,1067.392,27.750,23.252
2017/06/27 14:47:14,1066.867,27.747,23.248
2017/06/27 15:47:14,1072.467,27.740,23.300
2017/06/27 16:47:14,1083.258,27.697,23.376
2017/06/27 17:47:14,1089.500,27.707,23.384
2017/06/27 18:47:14,1085.242,27.720,23.376
2017/06/27 19:47:14,1081.275,27.730,23.336
2017/06/27 20:47:14,1076.375,27.753,23.332
2017/06/27 21:47:14,1071.825,27.780,23.316
2017/06/27 22:47:14,1069.842,27.813,23.308
2017/06/27 23:47:14,1069.317,27.847,23.280
2017/06/28 00:47:14,1069.025,27.883,23.272
2017/06/28 01:47:14,1068.850,27.920,23.272
2017/06/28 02:47:14,1068.383,27.950,23.240
2017/06/28 03:47:14,1067.858,27.970,23.248
2017/06/28 04:47:14,1068.383,27.990,23.224
2017/06/28 05:47:14,1068.500,27.997,23.216
2017/06/28 06:47:14,1075.383,28.000,23.208
2017/06/28 07:47:14,1078.183,27.787,23.188
2017/06/28 08:47:14,1075.383,27.637,23.224
2017/06/28 09:47:14,1072.467,27.710,23.244
